ID,Name,Internal Name
4591,Fancy Golf Club (Iron),GolfClubMythrilIron
4592,Fancy Golf Club (Putter),GolfClubLeadPutter
4593,Fancy Golf Club (Wedge),GolfClubGoldWedge
4594,Fancy Golf Club (Driver),GolfClubPearlwoodDriver
4595,Premium Golf Club (Iron),GolfClubTitaniumIron
4596,Premium Golf Club (Putter),GolfClubShroomitePutter
4597,Premium Golf Club (Wedge),GolfClubDiamondWedge
4598,Premium Golf Club (Driver),GolfClubChlorophyteDriver
4599,Bronze Golf Trophy,GolfTrophyBronze
4600,Silver Golf Trophy,GolfTrophySilver
4601,Gold Golf Trophy,GolfTrophyGold
4602,Dreadnautilus Banner,BloodNautilusBanner
4603,Birdie Rattle,BirdieRattle
4604,Exotic Chew Toy,ExoticEasternChewToy
4605,Bedazzled Nectar,BedazzledNectar
4606,Music Box (Jungle Night),MusicBoxJungleNight
4607,Desert Tiger Staff,StormTigerStaff
4608,Chum Bucket,ChumBucket
4609,Garden Gnome,GardenGnome
4610,Bone Serpent Kite,KiteBoneSerpent
4611,World Feeder Kite,KiteWorldFeeder
4612,Bunny Kite,KiteBunny
4613,Pigron Kite,KitePigron
4614,Apple Juice,AppleJuice
4615,Grape Juice,GrapeJuice
4616,Lemonade,Lemonade
4617,Frozen Banana Daiquiri,BananaDaiquiri
4618,Peach Sangria,PeachSangria
4619,Piña Colada,PinaColada
4620,Tropical Smoothie,TropicalSmoothie
4621,Bloody Moscato,BloodyMoscato
4622,Smoothie of Darkness,SmoothieofDarkness
4623,Prismatic Punch,PrismaticPunch
4624,Fruit Juice,FruitJuice
4625,Fruit Salad,FruitSalad
4626,Andrew Sphinx,AndrewSphinx
4627,Watchful Antlion,WatchfulAntlion
4628,Burning Spirit,BurningSpirit
4629,Jaws of Death,JawsOfDeath
4630,The Sands of Slime,TheSandsOfSlime
4631,"Snakes, I Hate Snakes",SnakesIHateSnakes
4632,Life Above the Sand,LifeAboveTheSand
4633,Oasis,Oasis
4634,Prehistory Preserved,PrehistoryPreserved
4635,Ancient Tablet,AncientTablet
4636,Uluru,Uluru
4637,Visiting the Pyramids,VisitingThePyramids
4638,Bandage Boy,BandageBoy
4639,Divine Eye,DivineEye
4640,Amethyst Stone Block,AmethystStoneBlock
4641,Topaz Stone Block,TopazStoneBlock
4642,Sapphire Stone Block,SapphireStoneBlock
4643,Emerald Stone Block,EmeraldStoneBlock
4644,Ruby Stone Block,RubyStoneBlock
4645,Diamond Stone Block,DiamondStoneBlock
4646,Amber Stone Block,AmberStoneBlock
4647,Amber Stone Wall,AmberStoneWallEcho
4648,Man Eater Kite,KiteManEater
4649,Blue Jellyfish Kite,KiteJellyfishBlue
4650,Pink Jellyfish Kite,KiteJellyfishPink
4651,Shark Kite,KiteShark
4652,Superhero Mask,SuperHeroMask
4653,Superhero Costume,SuperHeroCostume
4654,Superhero Tights,SuperHeroTights
4655,Pink Fairy Jar,PinkFairyJar
4656,Green Fairy Jar,GreenFairyJar
4657,Blue Fairy Jar,BlueFairyJar
4658,The Rolling Greens,GolfPainting1
4659,Study of a Ball at Rest,GolfPainting2
4660,Fore!,GolfPainting3
4661,The Duplicity of Reflections,GolfPainting4
4662,Fogbound Dye,FogboundDye
4663,Bloodbath Dye,BloodbathDye
4664,Pretty Pink Dress,PrettyPinkDressSkirt
4665,Pretty Pink Stockings,PrettyPinkDressPants
4666,Pretty Pink Ribbon,PrettyPinkRibbon
4667,Bamboo Fence,BambooFence
4668,Illuminant Paint,GlowPaint
4669,Sand Shark Kite,KiteSandShark
4670,Corrupt Bunny Kite,KiteBunnyCorrupt
4671,Crimson Bunny Kite,KiteBunnyCrimson
4672,Leather Whip,BlandWhip
4673,Drumstick,DrumStick
4674,Goldfish Kite,KiteGoldfish
4675,Angry Trapper Kite,KiteAngryTrapper
4676,Koi Kite,KiteKoi
4677,Crawltipede Kite,KiteCrawltipede
4678,Durendal,SwordWhip
4679,Morning Star,MaceWhip
4680,Dark Harvest,ScytheWhip
4681,Spectrum Kite,KiteSpectrum
4682,Release Doves,ReleaseDoves
4683,Wandering Eye Kite,KiteWanderingEye
4684,Unicorn Kite,KiteUnicorn
4685,Gravedigger Hat,UndertakerHat
4686,Gravedigger Coat,UndertakerCoat
4687,Angry Dandelion Banner,DandelionBanner
4688,Gnome Banner,GnomeBanner
4689,Desert Campfire,DesertCampfire
4690,Coral Campfire,CoralCampfire
4691,Corrupt Campfire,CorruptCampfire
4692,Crimson Campfire,CrimsonCampfire
4693,Hallowed Campfire,HallowedCampfire
4694,Jungle Campfire,JungleCampfire
4695,Soul of Light in a Bottle,SoulBottleLight
4696,Soul of Night in a Bottle,SoulBottleNight
4697,Soul of Flight in a Bottle,SoulBottleFlight
4698,Soul of Sight in a Bottle,SoulBottleSight
4699,Soul of Might in a Bottle,SoulBottleMight
4700,Soul of Fright in a Bottle,SoulBottleFright
4701,Mud Bud,MudBud
4702,Release Lantern,ReleaseLantern
4703,Quad-Barrel Shotgun,QuadBarrelShotgun
4704,Funeral Hat,FuneralHat
4705,Funeral Coat,FuneralCoat
4706,Funeral Pants,FuneralPants
4707,Tragic Umbrella,TragicUmbrella
4708,Victorian Goth Hat,VictorianGothHat
4709,Victorian Goth Dress,VictorianGothDress
4710,Tattered Wood Sign,TatteredWoodSign
4711,Gravedigger's Shovel,GravediggerShovel
4712,Desert Chest,DungeonDesertChest
4713,Trapped Desert Chest,Fake_DungeonDesertChest
4714,Desert Key,DungeonDesertKey
4715,Stellar Tune,SparkleGuitar
4716,Mollusk Whistle,MolluskWhistle
4717,Boreal Beam,BorealBeam
4718,Rich Mahogany Beam,RichMahoganyBeam
4719,Granite Column,GraniteColumn
4720,Sandstone Column,SandstoneColumn
4721,Mushroom Beam,MushroomBeam
4722,n/a (No official name),FirstFractal
4723,Nevermore,Nevermore
4724,Reborn,Reborn
4725,Graveyard,Graveyard
4726,Ghost Manifestation,GhostManifestation
4727,Wicked Undead,WickedUndead
4728,Bloody Goblet,BloodyGoblet
4729,Still Life,StillLife
4730,Ghostar's Infinity Eight,GhostarsWings
4731,Terra Toilet,TerraToilet
4732,Ghostar's Soul Jar,GhostarSkullPin
4733,Ghostar's Garb,GhostarShirt
4734,Ghostar's Tights,GhostarPants
4735,Ball O' Fuse Wire,BallOfFuseWire
4736,Full Moon Squeaky Toy,FullMoonSqueakyToy
4737,Ornate Shadow Key,OrnateShadowKey
4738,Dr. Man Fly Mask,DrManFlyMask
4739,Dr. Man Fly's Lab Coat,DrManFlyLabCoat
4740,Butcher Mask,ButcherMask
4741,Butcher's Bloodstained Apron,ButcherApron
4742,Butcher's Bloodstained Pants,ButcherPants
4743,Football,Football
4744,Hunter Cloak,HunterCloak
4745,Coffin Minecart,CoffinMinecart
4746,Safeman's Blanket Cape,SafemanWings
4747,Safeman's Sunny Day,SafemanSunHair
4748,Safeman's Sun Dress,SafemanSunDress
4749,Safeman's Pink Leggings,SafemanDressLeggings
4750,FoodBarbarian's Tattered Dragon Wings,FoodBarbarianWings
4751,FoodBarbarian's Horned Helm,FoodBarbarianHelm
4752,FoodBarbarian's Wild Wolf Spaulders,FoodBarbarianArmor
4753,FoodBarbarian's Savage Greaves,FoodBarbarianGreaves
4754,Grox The Great's Wings,GroxTheGreatWings
4755,Grox The Great's Horned Cowl,GroxTheGreatHelm
4756,Grox The Great's Chestplate,GroxTheGreatArmor
4757,Grox The Great's Greaves,GroxTheGreatGreaves
4758,Blade Staff,Smolstar
4759,Squirrel Hook,SquirrelHook
4760,Sergeant United Shield,BouncingShield
4761,Rock Golem Head,RockGolemHead
4762,Critter Shampoo,CritterShampoo
4763,Digging Molecart,DiggingMoleMinecart
4764,Shroomerang,Shroomerang
4765,Tree Globe,TreeGlobe
4766,World Globe,WorldGlobe
4767,Guide To Critter Companionship,DontHurtCrittersBook
4768,Dog Ears,DogEars
4769,Dog Tail,DogTail
4770,Fox Ears,FoxEars
4771,Fox Tail,FoxTail
4772,Lizard Ears,LizardEars
4773,Lizard Tail,LizardTail
4774,Panda Ears,PandaEars
4775,Bunny Tail,BunnyTail
4776,Fairy Glowstick,FairyGlowstick
4777,Lightning Carrot,LightningCarrot
4778,Prismatic Dye,HallowBossDye
4779,Mushroom Hat,MushroomHat
4780,Mushroom Vest,MushroomVest
4781,Mushroom Pants,MushroomPants
4782,Treasure Bag,FairyQueenBossBag
4783,Empress of Light Trophy,FairyQueenTrophy
4784,Empress of Light Mask,FairyQueenMask
4785,Dusty Rawhide Saddle,PaintedHorseSaddle
4786,Royal Gilded Saddle,MajesticHorseSaddle
4787,Black Studded Saddle,DarkHorseSaddle
4788,Jousting Lance,JoustingLance
4789,Shadow Jousting Lance,ShadowJoustingLance
4790,Hallowed Jousting Lance,HallowJoustingLance
4791,Pogo Stick,PogoStick
4792,The Black Spot,PirateShipMountItem
4793,Hexxed Branch,SpookyWoodMountItem
4794,Toy Tank,SantankMountItem
4795,Goat Skull,WallOfFleshGoatMountItem
4796,Dark Mage's Tome,DarkMageBookMountItem
4797,Royal Delight,KingSlimePetItem
4798,Suspicious Grinning Eye,EyeOfCthulhuPetItem
4799,Writhing Remains,EaterOfWorldsPetItem
4800,Brain in a Jar,BrainOfCthulhuPetItem
4801,Possessed Skull,SkeletronPetItem
4802,Sparkling Honey,QueenBeePetItem
4803,Deactivated Probe,DestroyerPetItem
4804,Pair of Eyeballs,TwinsPetItem
4805,Robotic Skull,SkeletronPrimePetItem
4806,Plantera Seedling,PlanteraPetItem
4807,Guardian Golem,GolemPetItem
4808,Pork of the Sea,DukeFishronPetItem
4809,Tablet Fragment,LunaticCultistPetItem
4810,Piece of Moon Squid,MoonLordPetItem
4811,Jewel of Light,FairyQueenPetItem
4812,Pumpkin Scented Candle,PumpkingPetItem
4813,Shrub Star,EverscreamPetItem
4814,Frozen Crown,IceQueenPetItem
4815,Cosmic Skateboard,MartianPetItem
4816,Ogre's Club,DD2OgrePetItem
4817,Betsy's Egg,DD2BetsyPetItem
4818,Combat Wrench,CombatWrench
4819,Demon Conch,DemonConch
4820,Bottomless Lava Bucket,BottomlessLavaBucket
4821,Lavaproof Bug Net,FireproofBugNet
4822,Flame Waker Boots,FlameWakerBoots
4823,Empress Wings,RainbowWings
4824,Wet Bomb,WetBomb
4825,Lava Bomb,LavaBomb
4826,Honey Bomb,HoneyBomb
4827,Dry Bomb,DryBomb
4828,Superheated Blood,SuperheatedBlood
4829,Cat License,LicenseCat
4830,Dog License,LicenseDog
4831,Amethyst Squirrel,GemSquirrelAmethyst
4832,Topaz Squirrel,GemSquirrelTopaz
4833,Sapphire Squirrel,GemSquirrelSapphire
4834,Emerald Squirrel,GemSquirrelEmerald
4835,Ruby Squirrel,GemSquirrelRuby
4836,Diamond Squirrel,GemSquirrelDiamond
4837,Amber Squirrel,GemSquirrelAmber
4838,Amethyst Bunny,GemBunnyAmethyst
4839,Topaz Bunny,GemBunnyTopaz
4840,Sapphire Bunny,GemBunnySapphire
4841,Emerald Bunny,GemBunnyEmerald
4842,Ruby Bunny,GemBunnyRuby
4843,Diamond Bunny,GemBunnyDiamond
4844,Amber Bunny,GemBunnyAmber
4845,Hell Butterfly,HellButterfly
4846,Hell Butterfly Jar,HellButterflyJar
4847,Lavafly,Lavafly
4848,Lavafly in a Bottle,LavaflyinaBottle
4849,Magma Snail,MagmaSnail
4850,Magma Snail Cage,MagmaSnailCage
4851,Topaz Gemcorn,GemTreeTopazSeed
4852,Amethyst Gemcorn,GemTreeAmethystSeed
4853,Sapphire Gemcorn,GemTreeSapphireSeed
4854,Emerald Gemcorn,GemTreeEmeraldSeed
4855,Ruby Gemcorn,GemTreeRubySeed
4856,Diamond Gemcorn,GemTreeDiamondSeed
4857,Amber Gemcorn,GemTreeAmberSeed
4858,Hanging Pot,PotSuspended
4859,Hanging Daybloom,PotSuspendedDaybloom
4860,Hanging Moonglow,PotSuspendedMoonglow
4861,Hanging Waterleaf,PotSuspendedWaterleaf
4862,Hanging Shiverthorn,PotSuspendedShiverthorn
4863,Hanging Blinkroot,PotSuspendedBlinkroot
4864,Hanging Corrupt Deathweed,PotSuspendedDeathweedCorrupt
4865,Hanging Crimson Deathweed,PotSuspendedDeathweedCrimson
4866,Hanging Fireblossom,PotSuspendedFireblossom
4867,Hanging Brazier,BrazierSuspended
4868,Mini Volcano,VolcanoSmall
4869,Large Volcano,VolcanoLarge
4870,Potion of Return,PotionOfReturn
4871,Sakura Sapling,VanityTreeSakuraSeed
4872,Lava Absorbant Sponge,LavaAbsorbantSponge
4873,Hallowed Hood,HallowedHood
4874,Hellfire Treads,HellfireTreads
4875,Jungle Pylon,TeleportationPylonJungle
4876,Forest Pylon,TeleportationPylonPurity
4877,Obsidian Crate,LavaCrate
4878,Hellstone Crate,LavaCrateHard
4879,Obsidian Lock Box,ObsidianLockbox
4880,Lava Serpent Bowl,LavaFishbowl
4881,Lavaproof Fishing Hook,LavaFishingHook
4882,Amethyst Bunny Cage,AmethystBunnyCage
4883,Topaz Bunny Cage,TopazBunnyCage
4884,Sapphire Bunny Cage,SapphireBunnyCage
4885,Emerald Bunny Cage,EmeraldBunnyCage
4886,Ruby Bunny Cage,RubyBunnyCage
4887,Diamond Bunny Cage,DiamondBunnyCage
4888,Amber Bunny Cage,AmberBunnyCage
4889,Amethyst Squirrel Cage,AmethystSquirrelCage
4890,Topaz Squirrel Cage,TopazSquirrelCage
4891,Sapphire Squirrel Cage,SapphireSquirrelCage
4892,Emerald Squirrel Cage,EmeraldSquirrelCage
4893,Ruby Squirrel Cage,RubySquirrelCage
4894,Diamond Squirrel Cage,DiamondSquirrelCage
4895,Amber Squirrel Cage,AmberSquirrelCage
4896,Ancient Hallowed Mask,AncientHallowedMask
4897,Ancient Hallowed Helmet,AncientHallowedHelmet
4898,Ancient Hallowed Headgear,AncientHallowedHeadgear
4899,Ancient Hallowed Hood,AncientHallowedHood
4900,Ancient Hallowed Plate Mail,AncientHallowedPlateMail
4901,Ancient Hallowed Greaves,AncientHallowedGreaves
4902,Potted Magma Palm,PottedLavaPlantPalm
4903,Potted Brimstone Bush,PottedLavaPlantBush
4904,Potted Fire Brambles,PottedLavaPlantBramble
4905,Potted Lava Bulb,PottedLavaPlantBulb
4906,Potted Ember Tendrils,PottedLavaPlantTendrils
4907,Yellow Willow Sapling,VanityTreeYellowWillowSeed
4908,Dirt Bomb,DirtBomb
4909,Sticky Dirt Bomb,DirtStickyBomb
4910,Bunny License,LicenseBunny
4911,Cool Whip,CoolWhip
4912,Firecracker,FireWhip
4913,Snapthorn,ThornWhip
4914,Kaleidoscope,RainbowWhip
4915,Tungsten Bullet,TungstenBullet
4916,Hallow Pylon,TeleportationPylonHallow
4917,Cavern Pylon,TeleportationPylonUnderground
4918,Ocean Pylon,TeleportationPylonOcean
4919,Desert Pylon,TeleportationPylonDesert
4920,Snow Pylon,TeleportationPylonSnow
4921,Mushroom Pylon,TeleportationPylonMushroom
4922,Cavern Water Fountain,CavernFountain
4923,Starlight,PiercingStarlight
4924,Eye of Cthulhu Relic,EyeofCthulhuMasterTrophy
4925,Eater of Worlds Relic,EaterofWorldsMasterTrophy
4926,Brain of Cthulhu Relic,BrainofCthulhuMasterTrophy
4927,Skeletron Relic,SkeletronMasterTrophy
4928,Queen Bee Relic,QueenBeeMasterTrophy
4929,King Slime Relic,KingSlimeMasterTrophy
4930,Wall of Flesh Relic,WallofFleshMasterTrophy
4931,Twins Relic,TwinsMasterTrophy
4932,Destroyer Relic,DestroyerMasterTrophy
4933,Skeletron Prime Relic,SkeletronPrimeMasterTrophy
4934,Plantera Relic,PlanteraMasterTrophy
4935,Golem Relic,GolemMasterTrophy
4936,Duke Fishron Relic,DukeFishronMasterTrophy
4937,Lunatic Cultist Relic,LunaticCultistMasterTrophy
4938,Moon Lord Relic,MoonLordMasterTrophy
4939,Martian Saucer Relic,UFOMasterTrophy
4940,Flying Dutchman Relic,FlyingDutchmanMasterTrophy
4941,Mourning Wood Relic,MourningWoodMasterTrophy
4942,Pumpking Relic,PumpkingMasterTrophy
4943,Ice Queen Relic,IceQueenMasterTrophy
4944,Everscream Relic,EverscreamMasterTrophy
4945,Santa-NK1 Relic,SantankMasterTrophy
4946,Dark Mage Relic,DarkMageMasterTrophy
4947,Ogre Relic,OgreMasterTrophy
4948,Betsy Relic,BetsyMasterTrophy
4949,Empress of Light Relic,FairyQueenMasterTrophy
4950,Queen Slime Relic,QueenSlimeMasterTrophy
4951,Universal Pylon,TeleportationPylonVictory
4952,Nightglow,FairyQueenMagicItem
4953,Eventide,FairyQueenRangedItem
4954,Celestial Starboard,LongRainbowTrailWings
4955,Rabbit Perch,RabbitOrder
4956,Zenith,Zenith
4957,Treasure Bag,QueenSlimeBossBag
4958,Queen Slime Trophy,QueenSlimeTrophy
4959,Queen Slime Mask,QueenSlimeMask
4960,Regal Delicacy,QueenSlimePetItem
4961,Prismatic Lacewing,EmpressButterfly
4962,Stone Accent Slab,AccentSlab
4963,Truffle Worm Cage,TruffleWormCage
4964,Prismatic Lacewing Jar,EmpressButterflyJar
4965,Rock Golem Banner,RockGolemBanner
4966,Blood Mummy Banner,BloodMummyBanner
4967,Spore Skeleton Banner,SporeSkeletonBanner
4968,Spore Bat Banner,SporeBatBanner
4969,Antlion Larva Banner,LarvaeAntlionBanner
4970,Vicious Bunny Banner,CrimsonBunnyBanner
4971,Vicious Goldfish Banner,CrimsonGoldfishBanner
4972,Vicious Penguin Banner,CrimsonPenguinBanner
4973,Corrupt Mimic Banner,BigMimicCorruptionBanner
4974,Crimson Mimic Banner,BigMimicCrimsonBanner
4975,Hallowed Mimic Banner,BigMimicHallowBanner
4976,Moss Hornet Banner,MossHornetBanner
4977,Wandering Eye Banner,WanderingEyeBanner
4978,Fledgling Wings,CreativeWings
4979,Music Box (Queen Slime),MusicBoxQueenSlime
4980,Hook of Dissonance,QueenSlimeHook
4981,Gelatinous Pillion,QueenSlimeMountSaddle
4982,Crystal Assassin Hood,CrystalNinjaHelmet
4983,Crystal Assassin Shirt,CrystalNinjaChestplate
4984,Crystal Assassin Pants,CrystalNinjaLeggings
4985,Music Box (Empress Of Light),MusicBoxEmpressOfLight
4986,Sparkle Slime Balloon,GelBalloon
4987,Volatile Gelatin,VolatileGelatin
4988,Gelatin Crystal,QueenSlimeCrystal
4989,Soaring Insignia,EmpressFlightBooster
4990,Music Box (Duke Fishron),MusicBoxDukeFishron
4991,Music Box (Morning Rain),MusicBoxMorningRain
4992,Music Box (Alt Title),MusicBoxConsoleTitle
4993,Chippy's Couch,ChippysCouch
4994,Blue Graduation Cap,GraduationCapBlue
4995,Maroon Graduation Cap,GraduationCapMaroon
4996,Black Graduation Cap,GraduationCapBlack
4997,Blue Graduation Gown,GraduationGownBlue
4998,Maroon Graduation Gown,GraduationGownMaroon
4999,Black Graduation Gown,GraduationGownBlack
5000,Terraspark Boots,TerrasparkBoots
5001,Moon Lord Legs,MoonLordLegs
5002,Ocean Crate,OceanCrate
5003,Seaside Crate,OceanCrateHard
5004,Badger's Hat,BadgersHat
5005,Terraprisma,EmpressBlade
5006,Music Box (Underground Desert),MusicBoxUndergroundDesert
5007,Dead Man's Sweater,DeadMansSweater
5008,Teapot,TeaKettle
5009,Teacup,Teacup
5010,Treasure Magnet,TreasureMagnet
5011,Mace,Mace
5012,Flaming Mace,FlamingMace
5013,n/a (No official name),SleepingIcon
5014,Otherworldly Music Box (Rain),MusicBoxOWRain
5015,Otherworldly Music Box (Overworld Day),MusicBoxOWDay
5016,Otherworldly Music Box (Night),MusicBoxOWNight
5017,Otherworldly Music Box (Underground),MusicBoxOWUnderground
5018,Otherworldly Music Box (Desert),MusicBoxOWDesert
5019,Otherworldly Music Box (Ocean),MusicBoxOWOcean
5020,Otherworldly Music Box (Mushrooms),MusicBoxOWMushroom
5021,Otherworldly Music Box (Dungeon),MusicBoxOWDungeon
5022,Otherworldly Music Box (Space),MusicBoxOWSpace
5023,Otherworldly Music Box (Underworld),MusicBoxOWUnderworld
5024,Otherworldly Music Box (Snow),MusicBoxOWSnow
5025,Otherworldly Music Box (Corruption),MusicBoxOWCorruption
5026,Otherworldly Music Box (Underground Corruption),MusicBoxOWUndergroundCorruption
5027,Otherworldly Music Box (Crimson),MusicBoxOWCrimson
5028,Otherworldly Music Box (Underground Crimson),MusicBoxOWUndergroundCrimson
5029,Otherworldly Music Box (Ice),MusicBoxOWUndergroundSnow
5030,Otherworldly Music Box (Underground Hallow),MusicBoxOWUndergroundHallow
5031,Otherworldly Music Box (Eerie),MusicBoxOWBloodMoon
5032,Otherworldly Music Box (Boss 2),MusicBoxOWBoss2
5033,Otherworldly Music Box (Boss 1),MusicBoxOWBoss1
5034,Otherworldly Music Box (Invasion),MusicBoxOWInvasion
5035,Otherworldly Music Box (The Towers),MusicBoxOWTowers
5036,Otherworldly Music Box (Lunar Boss),MusicBoxOWMoonLord
5037,Otherworldly Music Box (Plantera),MusicBoxOWPlantera
5038,Otherworldly Music Box (Jungle),MusicBoxOWJungle
5039,Otherworldly Music Box (Wall of Flesh),MusicBoxOWWallOfFlesh
5040,Otherworldly Music Box (Hallow),MusicBoxOWHallow
5041,Carton of Milk,MilkCarton
5042,Coffee,CoffeeCup
5043,Torch God's Favor,TorchGodsFavor
5044,Music Box (Journey's End),MusicBoxCredits
5045,Plaguebringer's Skull,PlaguebringerHelmet
5046,Plaguebringer's Cloak,PlaguebringerChestplate
5047,Plaguebringer's Treads,PlaguebringerGreaves
5048,Wandering Jingasa,RoninHat
5049,Wandering Yukata,RoninShirt
5050,Wandering Geta,RoninPants
5051,Timeless Traveler's Hood,TimelessTravelerHood
5052,Timeless Traveler's Cloak,TimelessTravelerRobe
5053,Timeless Traveler's Footwear,TimelessTravelerBottom
5054,Floret Protector Helmet,FloretProtectorHelmet
5055,Floret Protector Shirt,FloretProtectorChestplate
5056,Floret Protector Pants,FloretProtectorLegs
5057,Capricorn Helmet,CapricornMask
5058,Capricorn Chestplate,CapricornChestplate
5059,Capricorn Hooves,CapricornLegs
5060,Capricorn Tail,CapricornTail
5061,Video Visage,TVHeadMask
5062,Lazer Blazer,TVHeadSuit
5063,Pinstripe Pants,TVHeadPants
5064,Lavaproof Tackle Bag,LavaproofTackleBag
5065,Resonance Scepter,PrincessWeapon
5066,Bee Hive,BeeHive
5067,Antlion Eggs,AntlionEggs
5068,Flinx Fur Coat,FlinxFurCoat
5069,Flinx Staff,FlinxStaff
5070,Flinx Fur,FlinxFur
5071,Royal Tiara,RoyalTiara
5072,Royal Blouse,RoyalDressTop
5073,Royal Dress,RoyalDressBottom
5074,Spinal Tap,BoneWhip
5075,Rainbow Cursor,RainbowCursor
5076,Royal Scepter,RoyalScepter
5077,Glass Slipper,GlassSlipper
5078,Prince Uniform,PrinceUniform
5079,Prince Pants,PrincePants
5080,Prince Cape,PrinceCape
5081,Potted Crystal Fern,PottedCrystalPlantFern
5082,Potted Crystal Spiral,PottedCrystalPlantSpiral
5083,Potted Crystal Teardrop,PottedCrystalPlantTeardrop
5084,Potted Crystal Tree,PottedCrystalPlantTree
5085,Princess 64,Princess64
5086,Painting of a Lass,PaintingOfALass
5087,Dark Side of the Hallow,DarkSideHallow
5088,Bernie's Button,BerniePetItem
5089,Glommer's Flower,GlommerPetItem
5090,Deerclops Eyeball,DeerclopsPetItem
5091,Monster Meat,PigPetItem
5092,Monster Lasagna,MonsterLasagna
5093,Froggle Bunwich,FroggleBunwich
5094,Tentacle Spike,TentacleSpike
5095,Lucy the Axe,LucyTheAxe
5096,Ham Bat,HamBat
5097,Bat Bat,BatBat
5098,Eye Bone,ChesterPetItem
5099,Garland,GarlandHat
5100,Bone Helm,BoneHelm
5101,Eyebrella,Eyebrella
5102,Gentleman's Vest,WilsonShirt
5103,Gentleman's Trousers,WilsonPants
5104,Gentleman's Beard,WilsonBeardShort
5105,Gentleman's Long Beard,WilsonBeardLong
5106,Gentleman's Magnificent Beard,WilsonBeardMagnificent
5107,Magiluminescence,Magiluminescence
5108,Deerclops Trophy,DeerclopsTrophy
5109,Deerclops Mask,DeerclopsMask
5110,Deerclops Relic,DeerclopsMasterTrophy
5111,Treasure Bag,DeerclopsBossBag
5112,Music Box (Deerclops),MusicBoxDeerclops
5113,Radio Thing,DontStarveShaderItem
