name,id,Version,Type,Category,Mod
Skinny Leather Trousers,TrousersMesh_Leather,41.1,Clothing,clothing/clothing_pants,Classic
Skirt,Skirt_Normal,41.1,Clothing,clothing/clothing_pants,Classic
Skull,HCZedskull,B41 Beta,Normal,Boneworking,Hydrocraft
Skull Pile,HCSkullpile,B41 Beta,Normal,Boneworking,Hydrocraft
Skullcap,HCSkullcap,B41 Beta,Normal,Foraging,Hydrocraft
Skullcap Tea,HCSkullcapteamug,B41 Beta,Food,Herbalism,Hydrocraft
Skullcap Tea,HCSkullcapteaclaymug,B41 Beta,Food,Herbalism,Hydrocraft
Skunk (Female),HCSkunkfemale,B41 Beta,Normal,Hunting,Hydrocraft
Skunk (Male),HCSkunkmale,B41 Beta,Normal,Hunting,Hydrocraft
Skunk Carcass,HCSkunkmeat,B41 Beta,Food,Food Meat,Hydrocraft
Sledgehammer,Sledgehammer,41.1,Weapon,items_weapons,Classic
Sledgehammer,Sledgehammer2,41.1,Weapon,items_weapons,Classic
Sleeping Bag,HCSleepingbagsleepin,B41 Beta,Normal,Sleep,Hydrocraft
Sleeping Bag,HCSleepingbag2sleepin,B41 Beta,Normal,Sleep,Hydrocraft
Sleeping Bag,HCSleepingbag3sleepin,B41 Beta,Normal,Sleep,Hydrocraft
Sleeping Bag in Bag,HCSleepingbag,B41 Beta,Normal,Sleep,Hydrocraft
Sleeping Bag in Bag,HCSleepingbag2,B41 Beta,Normal,Sleep,Hydrocraft
Sleeping Bag in Bag,HCSleepingbag3,B41 Beta,Normal,Sleep,Hydrocraft
Sleeping Tablets,PillsSleepingTablets,41.1,Drainable,items,Classic
Slice of Boring Pizza,HCBoringpizzaslice,B41 Beta,Food,Food Pizza,Hydrocraft
Slice of Simple Pizza,HCSimplepizzaslice,B41 Beta,Food,Food Pizza,Hydrocraft
Slice of Tasty Pizza,HCTastypizzaslice,B41 Beta,Food,Food Pizza,Hydrocraft
Sliced Apple,HCSlicedapple,B41 Beta,Food,Food Dried,Hydrocraft
Sliced Lemon,HCSlicedlemon,B41 Beta,Food,Food Dried,Hydrocraft
Sliced Lime,HCSlicedlime,B41 Beta,Food,Food Dried,Hydrocraft
Sliced Onion,HCSlicedonion,B41 Beta,Food,Food Deli,Hydrocraft
Sliced Orange,HCSlicedorange,B41 Beta,Food,Food Dried,Hydrocraft
Sliced Salami,HCSlicedsalami,B41 Beta,Food,Food Deli,Hydrocraft
Sliced Tomato,HCSlicedtomato,B41 Beta,Food,Food Deli,Hydrocraft
Slime Mold,HCPetrididymiumzoom,B41 Beta,Normal,Microbiology,Hydrocraft
Sling,Sling,41.1,WeaponPart,newitems,Classic
Slippers,Shoes_Slippers,41.1,Clothing,clothing/clothing_shoes,Classic
Slot Machine,HCSlotmachine,B41 Beta,Normal,Money,Hydrocraft
Slot Machine,HCSlotmachine2,B41 Beta,Normal,Money,Hydrocraft
Slug,HCSlug,B41 Beta,Normal,Bugs,Hydrocraft
Small Animal Cage,HCAnimalcagesmall,B41 Beta,Container,Pet,Hydrocraft
Small Animal Meat,Smallanimalmeat,41.1,Food,items_food,Classic
Small Bag with Trash,HCTrashsmall,B41 Beta,Normal,Junkyard,Hydrocraft
Small Bandeau,BoobTubeSmall,41.1,Clothing,clothing/clothing_shirts,Classic
Small Battery,HCBatterysmall,B41 Beta,Normal,Battery,Hydrocraft
Small Battery Case,HCBatterysmallcase,B41 Beta,Normal,Battery,Hydrocraft
Small Battery Package,HCBatterysmallpack,B41 Beta,Normal,Battery,Hydrocraft
Small Bird Meat,Smallbirdmeat,41.1,Food,items_food,Classic
Small Bronze Sheet,HCBronzeboard,B41 Beta,Normal,Smithing,Hydrocraft
Small Clay Jar,HCClayjarsmall,B41 Beta,Normal,Pottery,Hydrocraft
Small Copper Sheet,HCCopperboard,B41 Beta,Normal,Smithing,Hydrocraft
Small Curved Shaft,HCCurvedshaftsmall,B41 Beta,Normal,Carpentry,Hydrocraft
Small Dry Potted Asparagus,HCPottedasparagussmalldry,B41 Beta,Normal,Gardening,Hydrocraft
Small Electromotor,HCElectromotorsmall,B41 Beta,Normal,Electronics,Hydrocraft
Small Electronic Parts,HCElectronicparts01,B41 Beta,Normal,Electronics,Hydrocraft
Small Electronic Parts,HCElectronicparts02,B41 Beta,Normal,Electronics,Hydrocraft
Small Electronic Parts,HCElectronicparts03,B41 Beta,Normal,Electronics,Hydrocraft
Small Electronic Parts,HCElectronicparts04,B41 Beta,Normal,Electronics,Hydrocraft
Small Empty Junkyard,HCJunkyardsmallempty,B41 Beta,Normal,Junkyard,Hydrocraft
Small Flashlight,HCFlashlightoff,B41 Beta,Normal,Lights,Hydrocraft
Small Flashlight with Power,HCFlashlighton,B41 Beta,Drainable,Lights,Hydrocraft
Small Full Junkyard,HCJunkyardsmallfull,B41 Beta,Normal,Junkyard,Hydrocraft
Small Game Poop,HCSmallgamepoop,B41 Beta,Normal,Hunting,Hydrocraft
Small Game Sausage,HCSausagesmallgame,B41 Beta,Food,Food Sausage,Hydrocraft
Small Game Steak,HCSmallgamesteak,B41 Beta,Food,Food Meat,Hydrocraft
Small Homemade Flashlight,HCFlashlightmk1off,B41 Beta,Normal,Lights,Hydrocraft
Small Homemade Flashlight with Power,HCFlashlightmk1on,B41 Beta,Drainable,Lights,Hydrocraft
Small Iron Sheet,HCIronboard,B41 Beta,Normal,Smithing,Hydrocraft
Small Lead Sheet,HCLeadboard,B41 Beta,Normal,Smithing,Hydrocraft
Small Metal Sheet,SmallSheetMetal,B41 Beta,Normal,newitems,Hydrocraft
Small Pallet of MREs,HCMREpalletsmall,B41 Beta,Normal,Food MRE,Hydrocraft
Small Plastic Bin,HCPlasticbin2,B41 Beta,Container,Containers,Hydrocraft
Small Potted Alfalfa,HCPottedalfalfasmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Apple Tree,HCPottedappletreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Apricot,HCPottedapricotsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Artichokes,HCPottedartichokessmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Asparagus,HCPottedasparagussmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Avocado Tree,HCPottedavocadotreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Bamboo,HCPottedbamboosmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Banana Tree,HCPottedbananatreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Basil,HCPottedbasilsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Beans,HCPottedBeanssmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Beets,HCPottedbeetssmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Bell Pepper,HCPottedbellpeppersmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Blackberry Bush,HCPottedblackberrybushsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Blue Agave,HCPottedagavebluesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Blue Corn,HCPottedcornbluesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Blueberry Bush,HCPottedblueberrybushsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Broccoli,HCPottedbroccolismall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Buskin Pumpkin,HCPottedpumpkinbuskinsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Cabbage,HCPottedcabbagesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Cactus,HCPottedcactussmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Carrots,HCPottedcarrotssmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Cauliflower,HCPottedCauliflowersmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Celery,HCPottedcelerysmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Cherry Tomato,HCPottedTomatocherrysmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Cherry Tree,HCPottedcherrytreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Chili Pepper Plant,HCPottedchilipepperplantsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Chinese Cabbage,HCPottedchinesecabbagesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Colewort,HCPottedcolewortsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Corn Stalk,HCPottedcornstalksmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Cotton Plant,HCPottedcottonplantsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Cucumber,HCPottedcucumbersmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Date,HCPottedDatesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Eggplant,HCPottedeggplantsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Fig,HCPottedFigsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Garlic,HCPottedgarlicsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Ginger,HCPottedgingersmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Golden Potatoes,HCPottedPotatogoldensmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Grape Vine,HCPottedgrapevinesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Grapesgreen Vine,HCPottedGrapesgreenvinesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Green Bell Pepper,HCPottedBellpeppergreensmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Green Chili,HCPottedchiligreensmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Green Onion,HCPottedoniongreensmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Green Pumpkin,HCPottedpumpkingreensmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Hemp Plant,HCPottedhempsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Jalapeno,HCPottedJalapenosmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Jute Plant,HCPottedjutesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Kiwi,HCPottedKiwismall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Large Pumpkin,HCPottedpumpkinlargesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Leek,HCPottedleeksmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Lemon Tree,HCPottedlemontreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Lettuce,HCPottedlettucesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Lime Tree,HCPottedlimetreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Mulberry,HCPottedmulberrysmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Onion,HCPottedonionsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Orange Tree,HCPottedorangetreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Oregano,HCPottedoreganosmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Pea Plant,HCPottedpeaplantsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Peach Tree,HCPottedpeachtreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Peanut Plant,HCPottedpeanutplantsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Pear Tree,HCPottedpeartreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Persimmon,HCPottedPersimmonsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Pineapple,HCPottedpineapplesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Plum,HCPottedPlumsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Poppy,HCPottedpoppysmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Portobello Mushrooms,HCPottedportobellosmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Potato,HCPottedpotatosmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Prickly Pear Cactus,HCPottedpricklypearcactussmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Pumpkin,HCPottedpumpkinsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Radish,HCPottedradishsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Radish,HCPottedradishsmalldead,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Red Cabbage,HCPottedCabbageredsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Red Corn,HCPottedcornredsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Red Potato,HCPottedPotatoredsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Rice,HCPottedricesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Rubber Tree,HCPottedrubbertreesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Shiitake Mushrooms,HCPottedshiitakesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Spinach,HCPottedspinachsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Strawberry Bush,HCPottedstrawberrybushsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Sugar Beet,HCPottedBeetsugarsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Summer Squash,HCPottedSquashsummersmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Sweet Potato,HCPottedsweetpotatosmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Tea Tree,HCPottedteasmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Tobacco Plant,HCPottedtobaccosmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Tomatillo Plant,HCPottedtomatilloplantsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Tomato,HCPottedtomatosmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Watermelon,HCPottedwatermelonsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Wheat,HCPottedwheatsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted White Cabbage,HCPottedCabbagewhitesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted White Corn,HCPottedcornwhitesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted White Pumpkin,HCPottedpumpkinwhitesmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Yellow Bell Pepper,HCPottedBellpepperyellowsmall,B41 Beta,Normal,Gardening,Hydrocraft
Small Potted Zucchini,HCPottedzucchinismall,B41 Beta,Normal,Gardening,Hydrocraft
Small Rolling Mill,HCRollingmillsmall,B41 Beta,Normal,Industrial,Hydrocraft
Small Steel Sheet,HCSteelboard,B41 Beta,Normal,Smithing,Hydrocraft
Small Tin Sheet,HCTinboard,B41 Beta,Normal,Smithing,Hydrocraft
Small Titanium Sheet,HCTitaniumboard,B41 Beta,Normal,Smithing,Hydrocraft
Small Tupperware Container,HCSmalltup,B41 Beta,Normal,Food Tupperware,Hydrocraft
Small Tupperware Container with Food,HCSmalltupfood,B41 Beta,Food,Food Tupperware,Hydrocraft
Small Tupperware Container with Water,HCSmalltupwater,B41 Beta,Drainable,Food Tupperware,Hydrocraft
Small Tupperware Container without Lid,HCSmalltupbowl,B41 Beta,Normal,Food Tupperware,Hydrocraft
Small Tupperware Lid,HCSmalltuplid,B41 Beta,Normal,Food Tupperware,Hydrocraft
Smashed Bottle,SmashedBottle,41.1,Weapon,items_weapons,Classic
Smelt,HCSmelt,B41 Beta,Food,Food Seafood,Hydrocraft
Smelter,HCSmelter,B41 Beta,Normal,Metalurgy,Hydrocraft
Smelter,HCSmelter2,B41 Beta,Container,Metalurgy,Hydrocraft
Smithing for Beginners,BookBlacksmith1,41.1,Literature,items_literature,Classic
Smithing for Intermediates,BookBlacksmith2,41.1,Literature,items_literature,Classic
Smoke Bomb,SmokeBomb,41.1,Weapon,newitems,Classic
Smoke Bomb with Sensor,SmokeBombSensorV1,41.1,Weapon,newitems,Classic
Smoke Bomb with Sensor,SmokeBombSensorV2,41.1,Weapon,newitems,Classic
Smoke Bomb with Sensor,SmokeBombSensorV3,41.1,Weapon,newitems,Classic
Smoke Bomb with Timer,SmokeBombTriggered,41.1,Weapon,newitems,Classic
Smoked Bear,HCSmokedbear,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Beef,HCSmokedbeef,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Cheese,HCSmokedcheese,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Cheese Wheel,HCSmokedcheesewheel,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Cheval,HCSmokedcheval,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Chicken,HCSmokedchicken,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Cougar,HCSmokedcougar,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Duck,HCSmokedduck,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Fish Fillet,HCSmokedfishfillet,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Frog Meat,HCSmokedfrogmeat,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Goose,HCSmokedgoose,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Ham,HCSmokedham,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Mutton,HCSmokedmutton,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Pork,HCSmokedpork,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Rabbit,HCSmokedrabbit,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Salmon,HCSmokedsalmon,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Salmon Cream Cheese,HCSmokedsalmoncreamcheese,B41 Beta,Food,Cheesemaking,Hydrocraft
Smoked Salmon Cream Cheese Sandwich,HCSmokedsalmoncreamcheesesandwich,B41 Beta,Food,Cheesemaking,Hydrocraft
Smoked Small Animal Meat,HCSmokedsmallanimalmeat,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Small Bird Meat,HCSmokedsmallbirdmeat,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Small Game,HCSmokedsmallgame,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Tofu,HCSmokedtofu,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Turkey,HCSmokedturkey,B41 Beta,Food,Food Smoked,Hydrocraft
Smoked Venison,HCSmokedvenison,B41 Beta,Food,Food Smoked,Hydrocraft
Smoker,HCSmoker,B41 Beta,Normal,Food Smoked,Hydrocraft
Smoker with Fuel,HCSmokerfull,B41 Beta,Normal,Food Smoked,Hydrocraft
Smoker with Fuel,HCSmokerfull2,B41 Beta,Normal,Food Smoked,Hydrocraft
Smokey Quartz Crystal,HCQuartzsmokey,B41 Beta,Normal,Gems,Hydrocraft
Smoking Cookbook,HCCookbooksmoking,B41 Beta,Literature,Cookbooks,Hydrocraft
Smore,Smore,41.1,Food,items_food,Classic
Snail,HCSnail,B41 Beta,Normal,Bugs,Hydrocraft
Snapping Turtle,HCSnappingturtle,B41 Beta,Normal,Hunting,Hydrocraft
Snare Trap,TrapSnare,41.1,Normal,newitems,Classic
Snare Trap Blueprint,HCBlueprinttrapsnare,B41 Beta,Literature,Blueprints,Hydrocraft
Sneakers,Shoes_RedTrainers,41.1,Clothing,clothing/clothing_shoes,Classic
Sneakers,Shoes_TrainerTINT,41.1,Clothing,clothing/clothing_shoes,Classic
Sneakers,Shoes_BlueTrainers,41.1,Clothing,clothing/clothing_shoes,Classic
Snow Crab,HCSnowcrab,B41 Beta,Food,Food Seafood,Hydrocraft
Snow Globe,HCSnowglobe,B41 Beta,Normal,Holiday,Hydrocraft
Snow Goose (Female),HCSnowgoosefemale,B41 Beta,Normal,Hunting,Hydrocraft
Snow Goose (Male),HCSnowgoosemale,B41 Beta,Normal,Hunting,Hydrocraft
Snow Shovel,SnowShovel,41.1,Weapon,items_weapons,Classic
Soaked Acorn,HCAcornsoaked,B41 Beta,Food,Food Flour,Hydrocraft
Soap,Soap2,41.1,Drainable,newitems,Classic
Soap Grass,HCSoapgrass,B41 Beta,Normal,Foraging,Hydrocraft
Soap Making Textbook,HCBooksoapmaking,B41 Beta,Literature,Books,Hydrocraft
Soap Shards,HCSoapshards,B41 Beta,Normal,Weapons Flame,Hydrocraft
SoccerBall,SoccerBall,41.1,Normal,newitems,Classic
Sociology Textbook,HCBooksociology,B41 Beta,Literature,Books,Hydrocraft
Sock,Socks,41.1,Normal,items,Classic
Sock,Socks2,41.1,Normal,items,Classic
Socks,Socks_Ankle,41.1,Clothing,clothing/clothing_shoes,Classic
Sodium Carbonate Powder,HCSodiumcarbonatpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Sodium Hydroxide Powder,HCSodiumhydroxidepowder,B41 Beta,Normal,Alchemy,Hydrocraft
Sodium Hydroxide Soultion,HCBeakersodiumhydroxidesolution,B41 Beta,Normal,Beakers,Hydrocraft
Sodium Sulfate Powder,HCSodiumsulfatpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Soft Serve Icecream,HCIcecreamsoft,B41 Beta,Food,Food Ice Cream,Hydrocraft
Soft Taco,HCTacoflour,B41 Beta,Food,Food Mexican,Hydrocraft
Soft Taco Grande,HCTacoflourgrande,B41 Beta,Food,Food Mexican,Hydrocraft
Softball,HCSoftball,B41 Beta,Normal,Toys,Hydrocraft
Solar Cell,HCSolarcell,B41 Beta,Normal,Electronics,Hydrocraft
Solar Generator,HCSolargen,B41 Beta,Normal,Solar,Hydrocraft
Solar Generator (Plugged In),HCSolargen2,B41 Beta,Normal,Solar,Hydrocraft
Solar Panel,HCSolarpanel,B41 Beta,Normal,Solar,Hydrocraft
Solar Park,HCSolarpark,B41 Beta,Normal,Solar,Hydrocraft
Solar Park Blueprint,HCBlueprintsolarpark,B41 Beta,Literature,Blueprints,Hydrocraft
Solder,HCSolder,B41 Beta,Drainable,Electronics,Hydrocraft
Solder Gun,HCSoldergun,B41 Beta,Normal,Electronics,Hydrocraft
Solder Gun with Dead Battery,HCSoldergundead,B41 Beta,Normal,Electronics,Hydrocraft
Solder Gun with Power,HCSoldergunpowered,B41 Beta,Drainable,Electronics,Hydrocraft
Solid Fuel Cube,HCSolidfuelcube,B41 Beta,Normal,Alchemy,Hydrocraft
Solid Fuel Cubes,HCSolidfuelcubes,B41 Beta,Drainable,Alchemy,Hydrocraft
Soup Bouillon,HCSoupbouillon,B41 Beta,Drainable,Food Soup,Hydrocraft
Sour Cream,HCSourcream,B41 Beta,Food,Food Mexican,Hydrocraft
Sourdough Starter,HCSourdoughstarter,B41 Beta,Drainable,Food Flour,Hydrocraft
Soviet Union Flag,HCFlagsoviet,B41 Beta,Normal,Flags,Hydrocraft
Soviet Union Flag on Pole,HCFlagpolesoviet,B41 Beta,Normal,Flags,Hydrocraft
Soy sauce,Soysauce,41.1,Food,items_food,Classic
Soy Sauce,HCSoysauce,B41 Beta,Food,Food Condiments,Hydrocraft
Space Blanket,HCSpaceblanket,B41 Beta,Normal,Camping_HC,Hydrocraft
Spanish Textbook,HCBookspanish,B41 Beta,Literature,Books,Hydrocraft
Spark Plug,HCSparkplug,B41 Beta,Normal,Auto,Hydrocraft
Sparrow Eggs,HCSparrowegg,B41 Beta,Food,Foraging,Hydrocraft
Spatula,Spatula,41.1,Normal,newitems,Classic
Spatula,HCSpatula,B41 Beta,Normal,Kitchen,Hydrocraft
Speaker,Speaker,41.1,Normal,newitems,Classic
Spear With Bread Knife,SpearBreadKnife,41.1,Weapon,items_weapons,Classic
Spear With Butter Knife,SpearButterKnife,41.1,Weapon,items_weapons,Classic
Spear With Fork,SpearFork,41.1,Weapon,items_weapons,Classic
Spear With Hand Fork,SpearHandFork,41.1,Weapon,items_weapons,Classic
Spear With Hunting Knife,SpearHuntingKnife,41.1,Weapon,items_weapons,Classic
Spear With Ice Pick,SpearIcePick,41.1,Weapon,items_weapons,Classic
Spear With Knife,SpearKnife,41.1,Weapon,items_weapons,Classic
Spear With Letter Opener,SpearLetterOpener,41.1,Weapon,items_weapons,Classic
Spear With Machete,SpearMachete,41.1,Weapon,items_weapons,Classic
Spear With Scalpel,SpearScalpel,41.1,Weapon,items_weapons,Classic
Spear With Scissors,SpearScissors,41.1,Weapon,items_weapons,Classic
Spear With Screwdriver,SpearScrewdriver,41.1,Weapon,items_weapons,Classic
Spear With Spoon,SpearSpoon,41.1,Weapon,items_weapons,Classic
Spearmint,HCSpearmint,B41 Beta,Food,Food Condiments,Hydrocraft
Speedo,Briefs_SmallTrunks_WhiteTINT,41.1,Clothing,clothing/clothing_underwear,Classic
Speedwell,HCSpeedwell,B41 Beta,Normal,Foraging,Hydrocraft
Sphalerite,HCZincore,B41 Beta,Normal,Mining,Hydrocraft
Sphygmomanometer,HCSphygmomanometer,B41 Beta,Normal,Medical,Hydrocraft
Spices Cookbook,HCCookbookspices,B41 Beta,Literature,Cookbooks,Hydrocraft
Spiffo,Spiffo,41.1,Normal,newitems,Classic
Spiffo Burger,HCSpiffoburger,B41 Beta,Food,Food Deli,Hydrocraft
Spiffo Suit,SpiffoSuit,41.1,Clothing,clothing/clothing_suits,Classic
Spiffo Suit Head,Hat_Spiffo,41.1,Clothing,clothing/clothing_hats,Classic
Spiffo Suit Tail,SpiffoTail,41.1,Clothing,clothing/clothing_suits,Classic
Spiffo T-Shirt,Tshirt_SpiffoDECAL,41.1,Clothing,clothing/clothing_shirts,Classic
Spiffo T-Shirt,Tshirt_BusinessSpiffo,41.1,Clothing,clothing/clothing_shirts,Classic
Spiffo Tie,Tie_Full_Spiffo,41.1,Clothing,clothing/clothing_others,Classic
Spiffo's Cheese Fries,HCSpiffoscheesefries,B41 Beta,Food,Food Taters,Hydrocraft
Spiffo's Server Apron,Apron_Spiffos,41.1,Clothing,clothing/clothing_others,Classic
Spiffo's Server Hat,Hat_FastFood_Spiffo,41.1,Clothing,clothing/clothing_hats,Classic
Spiffo's To-Go Order,HCSpiffosorderbag,B41 Beta,Container,Containers,Hydrocraft
Spiked Baseball Bat,BaseballBatNails,41.1,Weapon,items_weapons,Classic
